COUNT;Geo Local Area;Geom
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.104617242429, 49.2838316735512]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.08799982092, 49.2835727357937]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.08810364805, 49.283587948473]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.110249250679, 49.2645019724575]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.142957120746, 49.2633490542965]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.038829429327, 49.2626641550606]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101740200737, 49.2436673753758]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076934353235, 49.2736517516671]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065795524023, 49.2378656469773]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.072022406804, 49.2809527999501]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.072429272695, 49.2809570432261]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.161675874513, 49.2368700083844]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.035781956168, 49.233717793403]}"
2;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091166160039, 49.2249768033467]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.086179913016, 49.282662905219]}"
4;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.050112475483, 49.2378485257125]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076965247886, 49.2717104789871]}"
6;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.125687280142, 49.2636725307782]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.068558564137, 49.2796128533647]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.068749968495, 49.2796154381959]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.13693138803, 49.2796756875908]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.095768406258, 49.2798454965119]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.110312822273, 49.2833612901142]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071836145095, 49.2828378550535]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.064708243928, 49.2464877920266]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.064699311372, 49.2465916919504]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.118548859005, 49.2063390636879]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100837897201, 49.2464391125612]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.147481365564, 49.2677873949839]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.047054693339, 49.2371544972026]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.092303100702, 49.2577320678274]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.13400616357, 49.280392740794]}"
2;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.045727808983, 49.2697935471009]}"
2;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.04555323056, 49.2697936160599]}"
2;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.045895515066, 49.2697943711323]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101429667695, 49.2634384256923]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.132427300194, 49.2807708114552]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124894798848, 49.277621187882]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.064908264578, 49.2818512076698]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.092248463825, 49.2627932667388]}"
5;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.085603327158, 49.2621356773046]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.058728523166, 49.2814355813852]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.157788807781, 49.2370940214924]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.081175657745, 49.2728022585486]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.074854699079, 49.2815640122244]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.074697726239, 49.2815955969235]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.09291951139, 49.2687982047406]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.127133869934, 49.2850563649938]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076610777888, 49.2742803795357]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.033374375406, 49.2500864018447]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.092430025105, 49.2808853143211]}"
13;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097210860245, 49.2778683114332]}"
13;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097305728856, 49.2778700306188]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099224718304, 49.2679059725916]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.129072584411, 49.2877136381681]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.129213202451, 49.2877966863318]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.096463436136, 49.2828683235764]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100912240395, 49.2820396034413]}"
12;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.106943161096, 49.2816491136681]}"
12;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.107036693453, 49.281665209391]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.077088204394, 49.2598815541567]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.167145727622, 49.2579871186099]}"
7;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076842900151, 49.2786750747782]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.18697257652, 49.263764404829]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.078101261735, 49.258089855091]}"
14;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.157330516314, 49.2679362362496]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065595602401, 49.2680036558656]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.179406566818, 49.2637775341348]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101277609922, 49.2528926687961]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109163957819, 49.2829121816271]}"
9;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076864743735, 49.275965719993]}"
3;West End;"{""type"": ""Point"", ""coordinates"": [-123.138177688492, 49.2845034994921]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.053921160179, 49.2396012880128]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.086165690275, 49.2553492797295]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.107216649993, 49.2649645352697]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.107427643093, 49.2649679283726]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.132491563361, 49.2763716161475]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.078699340929, 49.280140453455]}"
3;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100831729742, 49.2467840851047]}"
2;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090402354755, 49.2250853468063]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.155021949836, 49.2645021811005]}"
10;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.056870322515, 49.2701465458618]}"
18;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109500502526, 49.281719894324]}"
5;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.185481051891, 49.2576086575365]}"
18;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100614909663, 49.2617786317974]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.03995766973, 49.2361123630733]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097646221392, 49.2796921582393]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097754840805, 49.2796929659174]}"
5;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.134718376304, 49.2632133038741]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.090777334839, 49.2630642791345]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124283964144, 49.2788132586216]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.141204887085, 49.2850764756165]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.057094677891, 49.2692172225939]}"
2;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.130125809909, 49.2042554790664]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.11522537474, 49.264708468426]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099687408837, 49.2722004743961]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099685698419, 49.2723749825991]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.08759733297, 49.2807976519582]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.064653397993, 49.284541843046]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.118185178163, 49.2629523041285]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101789365759, 49.2810650971313]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098774451231, 49.2801018203001]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.062822573702, 49.2850762935503]}"
13;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098635917126, 49.2809443461651]}"
13;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098740402526, 49.2809460559638]}"
13;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098832532601, 49.2809504747899]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097289840586, 49.2833943072338]}"
7;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.080875598286, 49.281261288148]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139143769225, 49.2596261391625]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139131345815, 49.2596997349722]}"
12;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097640474437, 49.2805976178896]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097955450396, 49.2796981931377]}"
7;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099346861577, 49.2715743514744]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.078287617007, 49.251024712975]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.103557536527, 49.2807050501541]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.160097218286, 49.2348923609055]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06743406525, 49.2809007341293]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.069481971897, 49.2584939829378]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124542887215, 49.2747799701145]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.034371712977, 49.2621959274714]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.075998980914, 49.2329602307277]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099913310657, 49.2657323006263]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.033118238453, 49.2384887672244]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.129186894635, 49.2044222714207]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.026824611094, 49.2813962544345]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.10736218172, 49.2632728517888]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.126888172718, 49.2630973059684]}"
6;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.10150893864, 49.2599367731609]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100081292208, 49.2641358574098]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099881495348, 49.2666403847483]}"
5;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.17536398795, 49.2644577245917]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100815626434, 49.2469662526047]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.096384025707, 49.2809541892024]}"
7;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.044685457337, 49.2702716087184]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.083322342227, 49.2184167734789]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099802107735, 49.261388890711]}"
12;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.181266053926, 49.2639907147701]}"
4;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.115229227878, 49.2645982733252]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101742436657, 49.2434182143318]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101742095272, 49.2435864165738]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101732986113, 49.243833793611]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101720295061, 49.2440029152339]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076883571219, 49.2754391202851]}"
5;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.185586183529, 49.2476448886427]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.161669631809, 49.2370575680968]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.161651436059, 49.237585614739]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.161643092941, 49.2377610337789]}"
4;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066109779382, 49.226252117959]}"
4;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066105170386, 49.2264005334397]}"
4;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066101229021, 49.2265552542134]}"
3;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.09052954385, 49.2479198815626]}"
5;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.112255241626, 49.2633428077107]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.073886317752, 49.2805817324426]}"
16;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101415341552, 49.2641070159134]}"
16;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101414450466, 49.2641752183394]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.104898775465, 49.2810751973116]}"
15;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.087694973513, 49.2818013587582]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.126254345021, 49.2859087403969]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101683086526, 49.2451992513478]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.171421953992, 49.263860529664]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139455852923, 49.261448903555]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139605673703, 49.2614527704692]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.101504933703, 49.2188621283758]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109156859482, 49.2826054258406]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.036253589174, 49.2326616128164]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.03617274899, 49.2327506911558]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.036093138858, 49.2328316643309]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.036009410259, 49.2329162458298]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.035844686345, 49.2330863073188]}"
3;West End;"{""type"": ""Point"", ""coordinates"": [-123.133782291298, 49.2817678504989]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.118970928543, 49.2797337240763]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.135895576553, 49.2787062402171]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.077599300162, 49.2806352486261]}"
19;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.096790087225, 49.2629941024024]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070109202788, 49.2647456152755]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.119421768456, 49.2774246452544]}"
7;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146436007657, 49.2634058289641]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.103367369888, 49.281100207722]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.079074266195, 49.2520467363043]}"
4;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.043546750237, 49.2586300832611]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07397415476, 49.2630719054548]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.107780922321, 49.2667814639561]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141688674637, 49.2639290266157]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.100171739377, 49.2709424375538]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.13678910177, 49.2843744697047]}"
2;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.043794023041, 49.2701437685188]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.135668165865, 49.2632342217942]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146536921003, 49.26664126756]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.14631443798, 49.2668880180747]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.118399529769, 49.2578938433622]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.174284689473, 49.2644391274471]}"
10;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.039583840783, 49.2590007623709]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065622658527, 49.2143598990621]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.118309296625, 49.2801715781877]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.105123446373, 49.2813166396078]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.108909373286, 49.282005258295]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.127897673126, 49.2883522702397]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069302700605, 49.2796195966059]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.060186788932, 49.28363845996]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06943465642, 49.2809166131488]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.11776006455, 49.2080577559842]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.117752162688, 49.2082106660354]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.135177928755, 49.2841287465551]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.136579924413, 49.2599629387885]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.044771130531, 49.2654312777863]}"
3;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.055645363548, 49.280876563808]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.068262275673, 49.2459959653775]}"
13;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098724414166, 49.2806165582352]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.092092695332, 49.2583376496217]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.063886040078, 49.2513146119678]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.09707335497, 49.2819914397787]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069978475559, 49.2718995299736]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07030428951, 49.2719078776225]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.133496134429, 49.2800669949741]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.133751681004, 49.2802464141877]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.178994774485, 49.2630892206526]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.082608140965, 49.270653551165]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.147105939161, 49.2719987237631]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.026963481651, 49.2813962221131]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.02723984805, 49.2813965980575]}"
10;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.056840203428, 49.2808660785492]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.054237899478, 49.2813359870419]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069943386932, 49.2706308782346]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069941436215, 49.2707095873597]}"
5;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.026547967043, 49.2808530186629]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.132938198566, 49.2052421011707]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.033837935573, 49.2334548093402]}"
3;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.06613012517, 49.2254328176965]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.124359251932, 49.2846636326942]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070414005015, 49.2662389842274]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.206641957778, 49.2657714732549]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.061507371379, 49.2583289707172]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100573425929, 49.2519286811737]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065331437766, 49.2260067382212]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.10119643554, 49.2688218267255]}"
6;West End;"{""type"": ""Point"", ""coordinates"": [-123.132776239096, 49.2819666259752]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.142284478261, 49.2592193824568]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089742695196, 49.2480950209009]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.038280410975, 49.2587016070672]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.064333856643, 49.2444123690995]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.024342168386, 49.2319875112261]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.076993071714, 49.2510022313305]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.164629992893, 49.2578018581019]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.094646391553, 49.2632019135257]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.094646391553, 49.2632019135257]}"
2;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.032737337374, 49.2377445373558]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.112561836193, 49.2828134918299]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.096522910377, 49.2616911991876]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.08464579286, 49.2789348991504]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.142532977536, 49.2677058300563]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.11909922155, 49.2776440109103]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069175650472, 49.272898929353]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.049426639051, 49.2381857020716]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.049883755851, 49.2383896886328]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.076636551506, 49.2404598305742]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.079546153878, 49.2775665411845]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.079734512454, 49.2775691099167]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.096838930446, 49.283779247691]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097048615239, 49.2837831106084]}"
6;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.044737929054, 49.2622763848542]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091152418676, 49.2251967394407]}"
4;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.153182922455, 49.2683947357924]}"
5;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.153615545595, 49.2678800766745]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075105424663, 49.2816011795153]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075511749575, 49.2816076520888]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075885056962, 49.2816110056048]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109393614714, 49.2833680288354]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.145540037845, 49.2733073666089]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.040301494206, 49.2360803105117]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101615181596, 49.2638751598276]}"
1;Shaughnessy;"{""type"": ""Point"", ""coordinates"": [-123.127876183991, 49.2538904417011]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139153633558, 49.259180054611]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.18505453036, 49.2360693923596]}"
10;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099532272338, 49.2752539533757]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089667828573, 49.2489244391411]}"
