COUNT;Geo Local Area;Geom
5;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138211827475, 49.2613459909814]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.10510450636, 49.2689356352203]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07694695392, 49.2663914786327]}"
3;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100668468015, 49.2486340696717]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100679451446, 49.2485620982669]}"
6;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100884964912, 49.2446090180875]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.143446668431, 49.2677187678179]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.143549079244, 49.2677204396699]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.121150522564, 49.2762718935976]}"
17;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101410928278, 49.2639991133069]}"
6;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101328592648, 49.2656480963657]}"
6;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101297428002, 49.2662570089229]}"
4;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.155871680717, 49.2361525905124]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104120941679, 49.2676340299746]}"
9;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.177418564156, 49.268745804655]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.103039201568, 49.2679879083661]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065843581636, 49.2372588723082]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.041569150033, 49.2442078619426]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.067736348557, 49.2768866288422]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.095165295652, 49.2819365912137]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.091020247939, 49.2808587372528]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.140764027411, 49.2883314485836]}"
5;Kerrisdale;"{""type"": ""Point"", ""coordinates"": [-123.153258264039, 49.2342324882881]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075627237078, 49.2773664661235]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075797322619, 49.2773687833765]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.103557536527, 49.2807050501541]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.09170354058, 49.2685789018209]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100389465684, 49.2665420677309]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100382150234, 49.2666626097808]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139064510247, 49.261577745897]}"
11;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101769462555, 49.2816760671522]}"
15;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.12320359731, 49.2795268430404]}"
4;West End;"{""type"": ""Point"", ""coordinates"": [-123.133768000872, 49.2899244915969]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114972667992, 49.2496598670205]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.067877979729, 49.2837762317664]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101429426305, 49.2821349492567]}"
2;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.027851301154, 49.2654693916607]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094907755125, 49.2809291542359]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124809214405, 49.2815223018359]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.036190038242, 49.2334779428452]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.123213733035, 49.274924913341]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065892584407, 49.2777594541475]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.131332926212, 49.2891718886661]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.077962726069, 49.2594650287984]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.132761441365, 49.2831332815354]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.138158442286, 49.2894166759246]}"
4;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.154638159268, 49.2724081727205]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070976811347, 49.2819357292341]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.138488816081, 49.2860979713168]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.139125103821, 49.2865110838563]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.1347790269, 49.2916033167782]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.15070053305, 49.2722419180458]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069131759168, 49.2758723059549]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.072276828884, 49.2824597829029]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.072410221411, 49.2824632974604]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.185384468887, 49.2666536790632]}"
10;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.186146797687, 49.2637391213605]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.084423113278, 49.2817363586833]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109806363088, 49.2847787642857]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104502808338, 49.2604922209148]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104371609964, 49.2605180658097]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139048137346, 49.2622025729091]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.13878520656, 49.2693270547935]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.184571123003, 49.2683122846559]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.157576421036, 49.2348630661325]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.129362444761, 49.2631357062727]}"
6;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.047550190068, 49.2808649407547]}"
13;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.106393003535, 49.2632553171224]}"
3;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.031146200721, 49.2605963157573]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075455047508, 49.2769852728598]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.144257982484, 49.2906181547916]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.106841240709, 49.2689596336865]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.163171296894, 49.2636842694128]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.136576272963, 49.2601338521524]}"
7;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.055770494905, 49.2808747044461]}"
6;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.05490739165, 49.26913552691]}"
6;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.055186454202, 49.2691371929997]}"
11;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.114945724512, 49.2829271018687]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.143646267365, 49.268238442463]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.104941626025, 49.2818691177876]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.108982301798, 49.2677090644919]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.18469653746, 49.2649123911615]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146254823771, 49.2674089247689]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070113768821, 49.2645729136014]}"
5;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090228498365, 49.2307505902908]}"
5;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.09022797295, 49.2308391939796]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066194545749, 49.2239890946645]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.157470632759, 49.2348623288474]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.132858149311, 49.2818039979429]}"
7;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.080311858695, 49.2519365187115]}"
7;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.078053340417, 49.2806410505462]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065968581404, 49.2317122757773]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.178692167845, 49.2639662722947]}"
11;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100557193665, 49.263041348332]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.081854335706, 49.2740280849771]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097955501553, 49.2684005231764]}"
10;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.15839737642, 49.2679550088335]}"
2;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065456392471, 49.2209126655456]}"
2;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065456532133, 49.2210080153424]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075802214142, 49.2769900829369]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.044837832451, 49.2358711545301]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.044968091002, 49.2359069949374]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.0649820043, 49.2396665593857]}"
11;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.091503098899, 49.2627898115982]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.064988882435, 49.2395793016683]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.192517154765, 49.2464370904715]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.116923570716, 49.2826214942974]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.111950640954, 49.2831190490397]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.165766694771, 49.2680569673882]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146362046333, 49.2674110377968]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.187602134195, 49.2628317323142]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066189258866, 49.2241334717209]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.081094908861, 49.2812647235184]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.088830013379, 49.2814285232126]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.068758402157, 49.2759995677314]}"
3;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.184569580833, 49.2344602154429]}"
2;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066303382464, 49.2195938983306]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.069463272279, 49.2574692144859]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094185697852, 49.2833375199155]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.12155804455, 49.2798240955672]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.094507457135, 49.2113161217797]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.054389041217, 49.2615101798515]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.044530374034, 49.2855171613715]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.047550710709, 49.2814064501797]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.047834089994, 49.2814072237414]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.133016950659, 49.2833041569074]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.061802938995, 49.2634637009027]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.103111271079, 49.2474773685185]}"
7;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066007646834, 49.2307129165814]}"
4;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139863133934, 49.2659585992932]}"
4;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.208772156962, 49.264078352313]}"
7;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099116521045, 49.2833828331443]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.091058611121, 49.2575041990994]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065924814179, 49.2727483973479]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.088435251033, 49.2832440705131]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.088578255673, 49.2832462097736]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.134298562973, 49.2919236812007]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.166018705731, 49.2685878441934]}"
2;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.187574900738, 49.2637657673073]}"
2;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065179270787, 49.2315360120412]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.034166567717, 49.270001042438]}"
2;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.186152666961, 49.2576332947172]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069151459703, 49.2752426311486]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.127008810102, 49.2795532707862]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.184752225931, 49.2557910005162]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.043641229861, 49.2769207833992]}"
9;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.185739058629, 49.2353587931201]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.133828214713, 49.2909231550892]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.175379030067, 49.263931751891]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.175652295618, 49.263937543473]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.175058923011, 49.2638949971706]}"
1;Kerrisdale;"{""type"": ""Point"", ""coordinates"": [-123.154769495345, 49.2342542839622]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.096790064958, 49.2805771047313]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100336531696, 49.2585629060042]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099674835766, 49.2586374373929]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099874801395, 49.25863816423]}"
1;South Cambie;"{""type"": ""Point"", ""coordinates"": [-123.120490711386, 49.2537442109316]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.209472643722, 49.2640910270475]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.128530117474, 49.2790937518113]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.128500744796, 49.2791659258454]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.107038345624, 49.2836927475567]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.133841921909, 49.2886611876957]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065359231532, 49.2799403687721]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115277310954, 49.283419005557]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.068414356722, 49.2528744534118]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101187756439, 49.2829663244067]}"
19;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101902116203, 49.2806736984817]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069960499017, 49.2743426254153]}"
6;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065222783619, 49.2781773905153]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06918151841, 49.2718947027259]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.127183890968, 49.2851030848508]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.127382914415, 49.2852301473268]}"
16;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.1075048846, 49.2817484299059]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.1092339265, 49.2841735808465]}"
9;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098355096164, 49.2800927330704]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.096570813897, 49.2828704826813]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.09447305206, 49.2815332757978]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.034248382829, 49.2469365300936]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.088228453516, 49.2808106555665]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126244636556, 49.2775167081276]}"
6;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109473829002, 49.2841923786079]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.064288851191, 49.2818484146319]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.139882362942, 49.2849965608867]}"
1;Kerrisdale;"{""type"": ""Point"", ""coordinates"": [-123.153116082416, 49.2342295374826]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.056158033968, 49.2814178164414]}"
3;West End;"{""type"": ""Point"", ""coordinates"": [-123.132675257323, 49.2816935763769]}"
14;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.10395858839, 49.2830580982695]}"
14;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.103908541835, 49.2831186808142]}"
3;West End;"{""type"": ""Point"", ""coordinates"": [-123.123341545129, 49.2832551705643]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.058118117824, 49.2763049041214]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.029948579733, 49.239762962909]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101934057095, 49.2801672417038]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099574361141, 49.260838211581]}"
7;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.066006839033, 49.2306220739513]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.108072899201, 49.2814474521144]}"
4;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139794111528, 49.265902471794]}"
